ID,composition,source,temperature,target,log_target,family,ChemicalFamily
301,Li6.75La3Zr1.75Ta0.25O12,10.1016/j.jpowsour.2012.01.131,298.15,0.000896,-3.0476919903378747,Garnet,Oxides
302,"""(Li2S)50 (P2S5)17 (LiBH4)33""",10.1016/j.jpowsour.2012.12.001,298.15,0.00143,-2.844663962534938,Glass,Sulphides and Other Anions
310,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,10.1007/s10008-012-1780-x,298.15,0.000426,-3.370590400897281,NASICON,Oxides
311,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,10.1007/s10008-012-1780-x,298.15,0.000269,-3.570247719997592,NASICON,Oxides
312,Li1.15Fe0.15Ti1.85(PO4)3,10.1007/s11164-013-1348-0,298.15,0.000522,-3.282329496997738,NASICON,Oxides
313,LiTi2(PO4)3,10.1007/s11164-013-1348-0,298.15,7.2e-05,-4.142667503568732,NASICON,Oxides
327,Li0.2Zr1.2Nb0.8(PO4)3,10.1016/0025-5408(89)90129-3,298.15,2.38e-07,-6.623423042943488,NASICON,Oxides
332,Li1.6Ga0.6Ti1.4(PO4)3,10.1016/0167-2738(86)90176-1,298.15,1.3e-05,-4.886056647693163,NASICON,Oxides
333,Li1.2Sc0.2Ti1.8(PO4)3,10.1016/0167-2738(86)90179-7,298.15,0.000246,-3.6090648928966207,NASICON,Oxides
334,Li1.8Sc0.8Ti1.2(PO4)3,10.1016/0167-2738(86)90179-7,298.15,0.00088,-3.0555173278498313,NASICON,Oxides
336,Li1.1Sc0.1Ti1.9(PO4)3,10.1016/0167-2738(86)90179-7,298.15,0.000158,-3.8013429130455774,NASICON,Oxides
337,Li1.2Sc0.2Ti1.6Zr0.2(PO4)3,10.1016/0167-2738(86)90179-7,298.15,0.00012,-3.9208187539523753,NASICON,Oxides
340,LiTi0.2Zr1.8(PO4)3,10.1016/0167-2738(86)90179-7,298.15,5.6e-08,-7.251811972993799,NASICON,Oxides
341,Li1.2Sc0.2Ti0.2Zr1.5(PO4)3,10.1016/0167-2738(86)90179-7,298.15,3.1e-07,-6.508638306165727,NASICON,Oxides
342,LiTi1.8Zr0.2(PO4)3,10.1016/0167-2738(86)90179-7,298.15,8.5e-08,-7.070581074285707,NASICON,Oxides
343,LiTi0.5Zr1.5(PO4)3,10.1016/0167-2738(86)90179-7,298.15,6.2e-08,-7.2076083105017466,NASICON,Oxides
346,LiTiZr(PO4)3,10.1016/0167-2738(86)90179-7,298.15,4e-08,-7.3979400086720375,NASICON,Oxides
348,LiTi0.1Zr1.9(PO4)3,10.1016/0167-2738(86)90179-7,298.15,3.2e-08,-7.494850021680094,NASICON,Oxides
358,Li1.5Cr0.5Ti1.5(PO4)3,10.1149/1.2086597,298.15,0.000391,-3.4078232426041333,NASICON,Oxides
359,Li1.6Cr0.6Ti1.4(PO4)3,10.1149/1.2086597,298.15,0.000147,-3.832682665251824,NASICON,Oxides
360,Li1.3Cr0.3Ti1.7 (PO4)3,10.1149/1.2086597,298.15,3.53e-05,-4.452225294612178,NASICON,Oxides
362,Li3Al0.4Sc1.6(PO4)3,10.1016/0167-2738(93)90015-U,298.15,1.28e-05,-4.892790030352131,NASICON,Oxides
363,Li1.2Fe0.2Hf1.8(PO4)3,10.1016/0167-2738(93)90387-I,298.15,0.00017,-3.769551078621726,NASICON,Oxides
364,Li1.2In0.2Hf1.8(PO4)3,10.1016/0167-2738(93)90387-I,298.15,0.000132,-3.87942606879415,NASICON,Oxides
366,Li1.4In0.4Hf1.6(PO4)3,10.1016/0167-2738(93)90387-I,298.15,0.000142,-3.8477116556169433,NASICON,Oxides
367,Li1.1Fe0.1Hf1.9(PO4)3,10.1016/0167-2738(93)90387-I,298.15,0.000107,-3.9706162223147903,NASICON,Oxides
368,Li1.2Lu0.2Hf1.8(PO4)3,10.1016/0167-2738(93)90387-I,298.15,9.79e-05,-4.009217308196862,NASICON,Oxides
369,Li1.2Y0.2Hf1.8(PO4)3,10.1016/0167-2738(93)90387-I,298.15,3.19e-05,-4.496209316942819,NASICON,Oxides
370,Li1.1Y0.1Hf1.9(PO4)3,10.1016/0167-2738(93)90387-I,298.15,9.18e-05,-4.037157318798758,NASICON,Oxides
371,Li1.2Sc0.2Hf1.8(PO4)3,10.1016/0167-2738(93)90387-I,298.15,5.86e-05,-4.23210238398191,NASICON,Oxides
372,Li1.3Sc0.3Hf1.7(PO4)3,10.1016/0167-2738(93)90387-I,298.15,8.32e-05,-4.079876673709276,NASICON,Oxides
373,Li1.1Lu0.1Hf1.9(PO4)3,10.1016/0167-2738(93)90387-I,298.15,5.88e-05,-4.230622673923862,NASICON,Oxides
374,Li1.4Y0.4Hf1.6(PO4)3,10.1016/0167-2738(93)90387-I,298.15,2.09e-05,-4.679853713888946,NASICON,Oxides
375,Li1.4Sc0.4Hf1.6(PO4)3,10.1016/0167-2738(93)90387-I,298.15,6.17e-05,-4.209714835966758,NASICON,Oxides
376,Li1.3Fe0.3Hf1.7(PO4)3,10.1016/0167-2738(93)90387-I,298.15,5.4e-05,-4.267606240177032,NASICON,Oxides
377,Li1.3Lu0.3Hf1.7(PO4)3,10.1016/0167-2738(93)90387-I,298.15,3.56e-05,-4.448550002027125,NASICON,Oxides
378,Li1.3Y0.3Hf1.7(PO4)3,10.1016/0167-2738(93)90387-I,298.15,3.19e-05,-4.496209316942819,NASICON,Oxides
379,Li1.1Sc0.1Hf1.9(PO4)3,10.1016/0167-2738(93)90387-I,298.15,2.45e-05,-4.610833915635467,NASICON,Oxides
380,Li1.4Lu0.4Hf1.6(PO4)3,10.1016/0167-2738(93)90387-I,298.15,2.06e-05,-4.686132779630847,NASICON,Oxides
381,Li1.1In0.1Hf1.9(PO4)3,10.1016/0167-2738(93)90387-I,298.15,1e-06,-6.0,NASICON,Oxides
382,Li1.3Cr0.3Hf1.7(PO4)3,10.1016/0167-2738(93)90387-I,298.15,5.26e-07,-6.279014255846261,NASICON,Oxides
383,Li1.2Cr0.2Hf1.8(PO4)3,10.1016/0167-2738(93)90387-I,298.15,2.54e-07,-6.5951662833800615,NASICON,Oxides
384,Li1.5Cr0.5Hf1.5(PO4)3,10.1016/0167-2738(93)90387-I,298.15,1.18e-07,-6.928117992693875,NASICON,Oxides
385,Li1.1Cr0.1Hf1.9(PO4)3,10.1016/0167-2738(93)90387-I,298.15,9.35e-08,-7.029188389127483,NASICON,Oxides
386,Li1.3Eu0.3Ti1.7(PO4)3,10.1016/0167-2738(94)90299-2,298.15,6e-05,-4.221848749616356,NASICON,Oxides
388,LiHf2(PO4)3,10.1016/B978-0-08-021592-1.50024-6,298.15,3.8e-06,-5.42021640338319,NASICON,Oxides
390,Li1.15Y0.15Zr1.85(PO4)3,10.1016/j.jpowsour.2013.03.175,298.15,7.1e-05,-4.1487416512809245,NASICON,Oxides
397,Li1.02Zr1.98Y0.02(PO4)3,10.1016/j.ssi.2003.12.037,298.15,1.15e-07,-6.939302159646388,NASICON,Oxides
398,Li0.9Zr1.9Nb0.1(PO4)3,10.1016/j.ssi.2003.12.037,298.15,1.35e-06,-5.8696662315049934,NASICON,Oxides
399,Li0.98Zr1.98Nb0.02(PO4)3,10.1016/j.ssi.2003.12.037,298.15,2.5e-07,-6.6020599913279625,NASICON,Oxides
401,Li1.3Al0.2Y0.1Ti1.7(PO4)3,10.1016/j.ssi.2012.05.011,298.15,0.00012,-3.9208187539523753,NASICON,Oxides
402,Li1.3Al0.1Y0.2Ti1.7(PO4)3,10.1016/j.ssi.2012.05.011,298.15,7.3e-05,-4.136677139879544,NASICON,Oxides
403,Li1.3Al0.15Y0.15Ti1.7(PO4)3,10.1016/j.ssi.2012.05.011,298.15,1.9e-05,-4.721246399047171,NASICON,Oxides
404,Li1.4Al0.4Ge0.2Ti1.4(PO4)3,10.1016/j.ssi.2013.09.022,298.15,0.00129,-2.889410289700751,NASICON,Oxides
405,Li1.4Al0.4Ge1.2Ti0.4(PO4)3,10.1016/j.ssi.2013.09.022,298.15,0.000343,-3.4647058799572297,NASICON,Oxides
406,Li1.4Al0.4Ge1.6(PO4)3,10.1016/j.ssi.2013.09.022,298.15,0.000177,-3.7520267336381936,NASICON,Oxides
407,Li2InTi(PO4)3,10.1016/S0167-2738(96)00565-6,298.15,8.3e-06,-5.080921907623926,NASICON,Oxides
408,Li2CrZr(PO4)3,10.1016/S0167-2738(96)00565-6,298.15,5.91e-07,-6.228412519118745,NASICON,Oxides
409,Li2CrTi(PO4)3,10.1016/S0167-2738(96)00565-6,298.15,4.41e-07,-6.355561410532162,NASICON,Oxides
410,Li2FeTi(PO4)3,10.1016/S0167-2738(96)00565-6,298.15,3.34e-07,-6.476253533188435,NASICON,Oxides
411,Li2FeZr(PO4)3,10.1016/S0167-2738(96)00565-6,298.15,1.44e-07,-6.841637507904751,NASICON,Oxides
412,Li2InZr(PO4)3,10.1016/S0167-2738(96)00565-6,298.15,8.22e-08,-7.0851281824599495,NASICON,Oxides
413,Li2InHf(PO4)3,10.1016/S0167-2738(96)00565-6,298.15,2.74e-08,-7.562249437179612,NASICON,Oxides
421,Li1.7Al0.7Ge1.3(PO4)3,10.1016/S0955-2219(99)00055-2,298.15,0.00015,-3.8239087409443187,NASICON,Oxides
423,Li1.6Al0.6Ge1.4(PO4)3,10.1016/S0955-2219(99)00055-2,298.15,0.00014,-3.853871964321762,NASICON,Oxides
424,Li1.3Al0.3Ge1.7(PO4)3,10.1016/S0955-2219(99)00055-2,298.15,3.9e-05,-4.4089353929735005,NASICON,Oxides
425,Li1.7Al0.7Ti1.3(PO4)3,10.1016/S0955-2219(99)00055-2,298.15,3.7e-05,-4.431798275933005,NASICON,Oxides
426,Li1.1Al0.1Ti1.9(PO4)3,10.1016/S0955-2219(99)00055-2,298.15,3e-05,-4.522878745280337,NASICON,Oxides
427,Li1.1Al0.1Ge1.9(PO4)3,10.1016/S0955-2219(99)00055-2,298.15,2.9e-06,-5.5376020021010435,NASICON,Oxides
430,Li1.5Al0.5Ti1.5(PO4)3,10.1021/cm010528i,298.15,1.1e-05,-4.958607314841775,NASICON,Oxides
431,Li1.05Al0.05Ti1.95(PO4),10.1021/cm010528i,298.15,1.4e-06,-5.853871964321762,NASICON,Oxides
432,Li1.6Al0.6Ge0.8Ti0.6(PO4)3,10.1021/cm021717j,298.15,0.00011,-3.958607314841775,NASICON,Oxides
433,Li1.4Al0.4Ge1.0Ti0.6(PO4)3,10.1021/cm021717j,298.15,8e-05,-4.096910013008056,NASICON,Oxides
434,Li1.8Al0.8Ge0.8Ti0.4(PO4)3,10.1021/cm021717j,298.15,7e-05,-4.154901959985743,NASICON,Oxides
435,Li1.4Al0.4Ge0.8Ti0.8(PO4)3,10.1021/cm021717j,298.15,6e-05,-4.221848749616356,NASICON,Oxides
436,Li1.6Al0.6Ge1.0Ti0.4(PO4)3,10.1021/cm021717j,298.15,5e-05,-4.301029995663981,NASICON,Oxides
437,Li1.2Al0.2Ge0.8Ti(PO4)3,10.1021/cm021717j,298.15,3e-05,-4.522878745280337,NASICON,Oxides
438,Li1.2Al0.2Ge1.0Ti0.8(PO4)3,10.1021/cm021717j,298.15,3e-05,-4.522878745280337,NASICON,Oxides
439,Li1.8Al0.8Ge1.0Ti0.2(PO4)3,10.1021/cm021717j,298.15,3e-05,-4.522878745280337,NASICON,Oxides
441,LiGe2(PO4)3,10.1021/jp9085602,298.15,7.2e-07,-6.142667503568732,NASICON,Oxides
453,Li1.2Y0.2Ti1.8(PO4)3,10.1149/1.2086597,298.15,0.000504,-3.2975694635544746,NASICON,Oxides
454,Li1.4Y0.4Ti1.6(PO4)3,10.1149/1.2096693,298.15,0.00061,-3.214670164989233,NASICON,Oxides
455,Li0.7Al0.3Ti1.7(PO4)3,10.1149/1.2086597,298.15,0.000588,-3.2306226739238615,NASICON,Oxides
456,Li1.3Y0.3Ti1.7(PO4)3,10.1149/1.2086597,298.15,0.000554,-3.25649023527157,NASICON,Oxides
457,Li1.2Fe0.2Ti1.8(PO4)3,10.1149/1.2086597,298.15,0.000351,-3.4546928835341757,NASICON,Oxides
458,Li1.4Sc0.4Ti1.6(PO4)3,10.1149/1.2086597,298.15,0.000515,-3.288192770958809,NASICON,Oxides
459,Li1.2In0.2Ti1.8(PO4)3,10.1149/1.2086597,298.15,0.000401,-3.396855627379818,NASICON,Oxides
460,Li1.4Fe0.4Ti1.6(PO4)3,10.1149/1.2086597,298.15,0.000386,-3.413412695328245,NASICON,Oxides
461,Li1.4In0.4Ti1.6(PO4)3,10.1149/1.2086597,298.15,0.0003,-3.5228787452803374,NASICON,Oxides
462,Li1.5In0.5Ti1.5(PO4)3,10.1149/1.2086597,298.15,0.000204,-3.6903698325741012,NASICON,Oxides
463,Li1.5Fe0.5Ti1.5(PO4)3,10.1149/1.2086597,298.15,0.000175,-3.7569619513137056,NASICON,Oxides
464,Li1.4Cr0.4Ti1.6(PO4)3,10.1149/1.2086597,298.15,0.00015,-3.8239087409443187,NASICON,Oxides
465,Li1.5Y0.5Ti1.5(PO4)3,10.1149/1.2086597,298.15,5.44e-05,-4.2644011003018205,NASICON,Oxides
466,Li1.2Cr0.2Ti1.8(PO4)3,10.1149/1.2086597,298.15,1.83e-05,-4.73754891026957,NASICON,Oxides
467,Li1.2La0.2Ti1.8(PO4)3,10.1149/1.2096693,298.15,0.000528,-3.277366077466188,NASICON,Oxides
468,Li1.3La0.3Ti1.7(PO4)3,10.1149/1.2096693,298.15,0.000528,-3.277366077466188,NASICON,Oxides
469,Li1.4La0.4Ti1.6(PO4)3,10.1149/1.2096693,298.15,0.000497,-3.303643611266668,NASICON,Oxides
470,Li1.5La0.5Ti1.5(PO4)3,10.1149/1.2096693,298.15,0.000282,-3.549750891680639,NASICON,Oxides
471,LiSn2(PO4)3,10.1149/1.2220723,298.15,2e-09,-8.698970004336019,NASICON,Oxides
472,Li1.3Sc0.3Ge1.7(PO4)3,10.1246/bcsj.65.2200,298.15,2.98e-05,-4.525783735923745,NASICON,Oxides
473,Li1.5Ga0.5Ge1.5(PO4)3,10.1246/bcsj.65.2200,298.15,0.000117,-3.9318141382538383,NASICON,Oxides
475,Li1.3Fe0.3Ge1.7(PO4)3,10.1246/bcsj.65.2200,298.15,3.67e-05,-4.435333935747911,NASICON,Oxides
476,Li1.5Sc0.5Ge1.5(PO4)3,10.1246/bcsj.65.2200,298.15,2.51e-05,-4.600326278518962,NASICON,Oxides
477,Li1.7Fe0.7Ge1.3(PO4)3,10.1246/bcsj.65.2200,298.15,2.37e-05,-4.6252516539898965,NASICON,Oxides
478,Li1.7Ga0.7Ge1.3(PO4)3,10.1246/bcsj.65.2200,298.15,2.43e-05,-4.614393726401688,NASICON,Oxides
479,Li1.3In0.3Ge1.7(PO4)3,10.1246/bcsj.65.2200,298.15,9.22e-06,-5.035269078946371,NASICON,Oxides
480,Li1.5In0.5Ge1.5(PO4)3,10.1246/bcsj.65.2200,298.15,5.75e-06,-5.2403321553103694,NASICON,Oxides
481,Li1.45Al0.45Ge0.2Ti1.35(PO4)3,10.3389/fenrg.2016.00012,298.15,0.00101,-2.9956786262173574,NASICON,Oxides
482,Li1.40Al0.4Ge0.2Ti1.4(PO4)3,10.3389/fenrg.2016.00012,298.15,0.001,-3.0,NASICON,Oxides
483,Li1.50Al0.50Ge0.2Ti1.3(PO4)3,10.3389/fenrg.2016.00012,298.15,0.000737,-3.1325325121409486,NASICON,Oxides
484,Li1.35Al0.35Ge0.2Ti1.45(PO4)3,10.3389/fenrg.2016.00012,298.15,0.000618,-3.209011524911184,NASICON,Oxides
485,Li1.55Al0.55Ge0.2Ti1.25(PO4)3,10.3389/fenrg.2016.00012,298.15,7.02e-05,-4.153662887870195,NASICON,Oxides
486,Li1.45Al0.45Ti1.55(PO4),10.5796/electrochemistry.82.870,298.15,0.00029,-3.537602002101044,NASICON,Oxides
488,Li7Ge3PS12,10.1016/j.jssc.2016.12.001,298.15,0.00011,-3.958607314841775,Thio-LISICON,Sulphides
489,Li3.2PO3.1N0.7,10.1016/j.ssi.2005.10.021,298.15,5e-07,-6.301029995663981,LISICON,Oxides and Other Anions
504,Li3OBr,10.1016/j.ssi.2015.11.027,298.15,1.06e-06,-5.97469413473523,Anti-Perovskite,Oxides and Other Anions
537,Li1.6Al0.6Ge1.4 (PO4)3,10.1016/S0167-2738(97)00434-7,298.15,0.00038,-3.42021640338319,Glass-Ceramic,Oxides
539,Li6.25PS5.25Cl0.75,10.1016/j.apsusc.2019.07.041,298.15,0.014,-1.853871964321762,Argyrodite,Sulphides and Other Anions
582,Li6PS5I,10.1007/s10008-011-1572-8,298.15,0.00063,-3.2006594505464183,Argyrodite,Sulphides and Other Anions
584,Li5PS4(BH4)2,10.1021/acsomega.8b00377,298.15,0.00796,-2.099086932262331,Argyrodite,Sulphides and Other Anions
591,Li0.245La0.592Ti0.98Mn0.02O3,10.1006/jssc.1998.7904,298.15,0.001,-3.0,Perovskite,Oxides
592,La0.55Li0.36Ti0.995Al0.005O3,10.1007/BF02375549,298.15,0.0011,-2.958607314841775,Perovskite,Oxides
593,La0.54Li0.36TiO3,10.1007/BF02375549,298.15,0.00089,-3.050609993355087,Perovskite,Oxides
594,La0.51Li0.36Ti0.95W0.05O3,10.1007/BF02375549,298.15,0.00073,-3.136677139879544,Perovskite,Oxides
595,La0.56Li0.36Ti0.95Al0.05O3,10.1007/BF02375549,298.15,0.00064,-3.193820026016113,Perovskite,Oxides
596,La0.55Li0.36Ti0.95Ge0.05O3,10.1007/BF02375549,298.15,0.00036,-3.4436974992327127,Perovskite,Oxides
597,La0.58Li0.36Ti0.95Mg0.05O3,10.1007/BF02375549,298.15,0.00021,-3.677780705266081,Perovskite,Oxides
598,La0.55Li0.36Ti0.95Mn0.05O3,10.1007/BF02375549,298.15,0.00019,-3.721246399047171,Perovskite,Oxides
599,La0.55Li0.36Ti0.95Ru0.05O3,10.1007/BF02375549,298.15,5.2e-05,-4.2839966563652006,Perovskite,Oxides
604,(La0.5Li0.5)TiO3,10.1016/0167-2738(94)90309-3,298.15,0.001,-3.0,Perovskite,Oxides
605,Sm0.52Li0.38TiO2.97,10.1016/0167-2738(94)90310-7,298.15,0.0015,-2.8239087409443187,Perovskite,Oxides
610,Li0.34Pr0.56TiO3,10.1016/0167-2738(94)90310-7,298.15,1e-06,-6.0,Perovskite,Oxides
611,Nd0.55Li0.34TiO3,10.1016/0167-2738(94)90310-7,298.15,8e-08,-7.096910013008056,Perovskite,Oxides
612,Li0.5(La0.4Nd0.1)TiO3,10.1016/S0167-2738(97)00015-5,298.15,0.001,-3.0,Perovskite,Oxides
615,Nd0.25Li0.25TaO3,10.1016/S0167-2738(98)00414-7,298.15,1.91e-06,-5.718966632752273,Perovskite,Oxides
617,Li0.25La0.25TaO3,10.1016/S0167-2738(98)00414-7,298.15,0.000366,-3.4365189146055894,Perovskite,Oxides
619,Li0.5Sr0.5Cr0.25Ta0.75O3,10.1016/S0378-7753(97)02645-1,298.15,6.31e-05,-4.199970640755866,Perovskite,Oxides
620,Li0.5Sr0.5Fe0.25Ta0.75O3,10.1016/S0378-7753(97)02645-1,298.15,0.000126,-3.899629454882437,Perovskite,Oxides
632, La0.29Li0.12NbO3,10.1016/S0167-2738(98)00266-5,298.15,4.25e-05,-4.371611069949688,Other,Oxides
633,La0.283Li0.15NbO3,10.1016/S0167-2738(98)00266-5,298.15,3.85e-05,-4.414539270491499,Other,Oxides
634,La0.273Li0.18NbO3,10.1016/S0167-2738(98)00266-5,298.15,3.82e-05,-4.4179366370882915,Other,Oxides
635,La0.303Li0.09NbO3,10.1016/S0167-2738(98)00266-5,298.15,3.52e-05,-4.453457336521869,Other,Oxides
636,La0.313Li0.06NbO3,10.1016/S0167-2738(98)00266-5,298.15,2.33e-05,-4.632644078973981,Other,Oxides
637,Li0.1Sr0.8Ti0.7Nb0.3O3,10.1149/1.1629102,298.15,1e-08,-8.0,Perovskite,Oxides
638,Li0.3Sr0.6Ti0.20Fe0.30Ta0.5O3,10.1149/1.1629102,298.15,1e-07,-7.0,Perovskite,Oxides
639,Li0.3Sr0.6Ti0.35Fe0.15Ta0.5O3,10.1149/1.1629102,298.15,2.8e-05,-4.552841968657781,Perovskite,Oxides
640,Li0.3Sr0.6Ti0.40Fe0.10Ta0.5O3,10.1149/1.1629102,298.15,3.6e-05,-4.443697499232712,Perovskite,Oxides
644,Li0.25La0.41Sr0.25TiO3,10.1021/cm020609u,298.15,7.64e-05,-4.11690664142431,Perovskite,Oxides
645,Li0.15La0.51Sr0.15TiO3,10.1021/cm020609u,298.15,5.3e-05,-4.275724130399211,Perovskite,Oxides
647,LiSrTiTaO6,10.1021/cm9810382,298.15,0.00055,-3.2596373105057563,Perovskite,Oxides
648,LiSr1.65Ti1.3Ta1.7O9,10.1021/cm9810382,298.15,4.9e-05,-4.309803919971486,Perovskite,Oxides
